YEAR,MAKE,MODEL,CONDITION,TRANSMISSION,CYLINDERS,FUEL,ODOMETER,ENGINE POWER,MILAGE,Price
2006,chevrolet,silverado 3500,Excellent,Automatic,8,diesel,82740,Low CC,50,1
2006,ram,2500 megacab 4x4,Excellent,Automatic,6,diesel,150220,Low CC,26,1
2011,ford,f-150,Excellent,Automatic,8,gas,33950,Low CC,26,1
2016,toyota,tacoma,Excellent,Automatic,4,gas,39607,Low CC,14,1
2017,toyota,tundra,Excellent,Automatic,8,gas,35218,Low CC,25,1
2018,chevrolet,canaro,Excellent,Automatic,8,gas,895,Low CC,37,1
2018,jeep,wrangler sahara,Excellent,Automatic,6,gas,15000,Low CC,48,1
2006,ford,e350 van eb50 smb,Excellent,Manual,8,diesel,102335,Low CC,20,2
2013,ford,f350,Excellent,Automatic,8,diesel,105616,Low CC,21,1
2016,dodge,grand caravan,Excellent,Automatic,6,gas,46155,Low CC,47,1
2013,ford,f250,Excellent,Automatic,8,diesel,163686,Low CC,19,1
2019,ford,transit wagon,Excellent,Manual,6,gas,2750,Low CC,14,1
2017,ram,3500,Excellent,Manual,8,gas,41781,Low CC,6,1
2016,dodge,srt hellcat,Excellent,Automatic,8,gas,2993,Low CC,49,2
2017,ram,1500,Excellent,Manual,6,gas,19142,Low CC,25,1
2017,nissan,titan,Excellent,Automatic,8,gas,17056,Low CC,14,1
2018,ford,f-150 xlt 4x4,Excellent,Automatic,6,gas,22713,Low CC,17,1
2016,gmc,canyon,Excellent,Automatic,6,gas,46958,Low CC,11,1
2016,ford,f-250 super duty,Excellent,Manual,8,gas,24000,Low CC,5,1
2015,chevrolet,silverado 1500,Excellent,Manual,8,gas,122671,Low CC,42,1
2019,ford,f-150,Excellent,Manual,6,gas,2332,Low CC,15,1
2015,gmc,sierra 1500,Excellent,Automatic,8,gas,26027,Low CC,25,1
2015,ford,explorer,Excellent,Automatic,6,gas,61920,Low CC,48,1
2015,ram,2500,Excellent,Manual,8,gas,112000,Low CC,20,1
2016,chevrolet,silverado 1500,Excellent,Automatic,8,gas,42941,Low CC,25,1
2018,chevrolet,colorado,Excellent,Manual,6,gas,18354,Low CC,49,1
2017,jeep,wrangler unlimited sport,Excellent,Manual,6,gas,30400,Low CC,32,1
2015,ford,f-350 sd,Excellent,Automatic,8,gas,126999,Low CC,28,1
2015,chevrolet,silverado 2500hd,Excellent,Manual,8,gas,96638,Low CC,43,1
2014,audi,a8l,Excellent,Manual,8,gas,63000,Low CC,11,1
2007,chevrolet,silverado 3500hd,Excellent,Automatic,8,diesel,74894,Low CC,48,1
2006,ram,2500 quad cab slt,Excellent,Automatic,6,diesel,114646,Low CC,40,1
2019,jeep,cherokee overland 4x4,Excellent,Automatic,4,gas,18000,Low CC,35,1
2019,ram,laramie,Excellent,Manual,8,gas,3400,Low CC,27,1
2012,jaguar,xj-l sc,Excellent,Automatic,8,gas,59220,Low CC,46,1
2015,gmc,sierra 2500hd,Excellent,Automatic,8,diesel,104817,Low CC,35,1
1936,ford,five window coupe,Excellent,Automatic,8,gas,0,Low CC,12,1
2017,ram,2500,Excellent,Manual,6,diesel,86156,Low CC,10,1
2018,lexus,gx470 suv,Excellent,Manual,8,gas,13900,Low CC,41,1
1970,ford,mustang fastback,Excellent,Automatic,8,gas,64000,Low CC,27,1
2011,chevrolet,silverado 3500 duramax,Excellent,Manual,8,gas,130086,Low CC,17,1
2016,ford,super duty f-250,Excellent,Manual,8,diesel,106096,Low CC,31,1
2013,gmc,sierra,Excellent,Automatic,8,gas,80638,Low CC,46,1
2017,gmc,sierra 1500,Excellent,Automatic,8,gas,119614,Low CC,16,1
2017,ford,f250 xlt crew cab,Excellent,Manual,8,gas,11400,Low CC,33,1
2012,cadillac,escalade,Excellent,Automatic,8,gas,107812,Low CC,7,1
2015,chevrolet,express van,Excellent,Automatic,8,diesel,50264,Low CC,19,1
2017,acura,mdx advance package,Excellent,Automatic,6,gas,8000,Low CC,39,1
2018,chevrolet,silverado 1500 crew ca,Excellent,Automatic,8,gas,8348,Low CC,23,1
2014,chevrolet,silverado 3500hd,Excellent,Manual,8,gas,51361,Low CC,22,1
1957,chevrolet,bel air,Excellent,Automatic,8,gas,32000,Low CC,35,1
1936,ford,five window coupe,Excellent,Manual,8,gas,0,Low CC,24,1
2014,mercedes-benz,cls-class,Excellent,Automatic,8,gas,37330,Low CC,50,1
2016,honda,pilot ex-l,Excellent,Manual,6,gas,29200,Low CC,36,1
2019,chevrolet,silverado,Excellent,Automatic,8,gas,13287,Low CC,5,1
2014,ram,2500 cummins,Excellent,Automatic,6,diesel,68000,Low CC,5,1
2015,mercedes-benz,gl450,Excellent,Automatic,6,gas,47396,Low CC,29,1
2018,toyota,tundra,Excellent,Automatic,8,gas,4991,Low CC,7,1
2018,ram,2500,Excellent,Manual,8,diesel,35000,Low CC,17,2
2018,jeep,grand cherokee limited 4x4,Excellent,Manual,6,gas,2700,Low CC,24,1
2013,toyota,tundra,Excellent,Automatic,8,gas,56979,Low CC,43,1
2011,ram,3500,Excellent,Manual,6,diesel,132520,Low CC,45,1
2011,ford,f-350 lariat crew cab,Excellent,Manual,8,diesel,131329,Low CC,35,1
2014,gmc,sierra 1500 denali,Excellent,Manual,8,gas,91505,Low CC,8,1
2014,ram,2500,Excellent,Automatic,6,diesel,54786,Low CC,47,1
2012,ford,f-250 sd,Excellent,Automatic,8,diesel,152781,Low CC,15,1
2016,chevrolet,silverado 3500,Excellent,Automatic,8,diesel,51182,Low CC,25,1
2017,volvo,xc60 inscriptn,Excellent,Automatic,4,gas,20400,Low CC,28,1
2011,ford,f-150,Excellent,Automatic,8,gas,33950,Low CC,45,1
2016,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,16800,Low CC,42,1
2015,ford,f-150,Excellent,Manual,6,gas,41559,Low CC,41,1
2015,mercedes-benz,c 300 4matic sport,Excellent,Automatic,4,gas,26000,Low CC,36,1
2011,ford,f-250 sd,Excellent,Automatic,8,diesel,106585,Low CC,35,1
2017,ford,f150,Excellent,Manual,6,gas,13201,Low CC,9,1
2012,ford,f-350,Excellent,Automatic,8,diesel,103200,Low CC,35,1
2017,toyota,tundra,Excellent,Automatic,8,gas,25500,Low CC,16,1
2017,ford,explorer,Excellent,Automatic,4,gas,23559,Low CC,46,1
2016,ford,f-150 lariat,Excellent,Automatic,6,gas,82189,Low CC,9,1
2018,rover,velar,Excellent,Automatic,6,gas,10814,Low CC,36,2
2016,ford,transit wagon,Excellent,Automatic,6,gas,79000,Low CC,49,1
2015,ford,f-350 super duty,Excellent,Automatic,8,diesel,154122,Low CC,41,1
2016,toyota,tundra sr5,Excellent,Automatic,8,gas,35945,Low CC,19,1
1998,ferrari,355,Excellent,Manual,8,gas,20055,Low CC,25,2
1968,chevrolet,c-10,Excellent,Automatic,8,gas,11885,Low CC,29,1
2015,dodge,challenger,Excellent,Automatic,8,gas,12292,Low CC,10,1
2013,ford,f-250 sd,Excellent,Automatic,8,diesel,83341,Low CC,7,1
2008,dodge,challenger,Excellent,Automatic,8,gas,6207,Low CC,25,1
2015,gmc,sierra 1500 slt,Excellent,Automatic,8,gas,85000,Low CC,19,1
2015,ford,super duty f-250,Excellent,Manual,8,diesel,108130,Low CC,32,1
2015,jeep,wrangler unlimited,Excellent,Automatic,6,gas,35302,Low CC,38,1
2016,audi,a6,Excellent,Manual,6,gas,35722,Low CC,36,1
2015,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,67045,Low CC,41,1
2017,chevrolet,silverado 1500,Excellent,Automatic,8,gas,87303,Low CC,31,1
2014,gmc,sierra 2500hd,Excellent,Automatic,8,diesel,122122,Low CC,8,1
2017,mercedes-benz,benz,Excellent,Manual,6,gas,32016,Low CC,39,2
2010,chevrolet,camaro,Excellent,Automatic,8,gas,5996,Low CC,18,1
2010,ford,e350,Excellent,Automatic,8,gas,108776,Low CC,43,1
2014,gmc,sierra 1500,Excellent,Manual,8,gas,95716,Low CC,28,1
2014,lexus,gx460,Excellent,Automatic,8,gas,67000,Low CC,12,1
2016,infiniti,qx 80,Excellent,Manual,8,gas,48486,Low CC,34,1
2018,chevrolet,tahoe,Excellent,Manual,8,gas,34250,Low CC,28,1
2015,ford,f-150 supercrew xlt fx4 4x4,Excellent,Automatic,6,gas,56544,Low CC,37,1
2018,toyota,rav 4,Excellent,Manual,4,gas,7601,Low CC,35,1
2016,gmc,2016 yukon denali,Excellent,Automatic,8,gas,62000,Low CC,11,1
2015,chevrolet,3500hd duramax,Excellent,Manual,8,diesel,119056,Low CC,15,1
2016,rover,sport,Excellent,Manual,6,diesel,71840,Low CC,36,1
2017,cadillac,ct6,Excellent,Automatic,6,gas,22107,Low CC,30,1
2018,ram,2500,Excellent,Automatic,8,gas,28124,Low CC,12,1
2013,toyota,tundra,Excellent,Automatic,8,gas,76622,Low CC,33,1
2009,ford,f-550,Excellent,Automatic,8,diesel,98912,Low CC,40,1
2016,lexus,gx 460,Excellent,Manual,8,gas,68304,Low CC,27,1
2013,ram,2500,Excellent,Automatic,6,diesel,68000,Low CC,29,1
2018,chevrolet,2500hd,Excellent,Manual,8,diesel,51092,Low CC,7,1
2017,toyota,tacoma trd off road,Excellent,Manual,6,gas,14520,Low CC,8,1
2013,chrysler,town & country,Excellent,Automatic,6,gas,38556,Low CC,28,1
2016,cadillac,xts,Excellent,Manual,6,gas,47456,Low CC,32,1
2013,chevrolet,camaro,Excellent,Manual,8,gas,18003,Low CC,16,1
2015,cadillac,escalade,Excellent,Manual,8,gas,59886,Low CC,18,1
2018,jeep,grand cherokee,Excellent,Manual,6,gas,16812,Low CC,10,1
2008,ram,3500,Excellent,Manual,6,gas,93233,Low CC,30,1
2015,rover,evoque,Excellent,Manual,4,gas,41726,Low CC,41,1
2015,mercedes-benz,s550 4matic,Excellent,Automatic,8,gas,21215,Low CC,46,2
2015,jaguar,xj,Excellent,Automatic,6,gas,71797,Low CC,42,1
2014,cadillac,escalade premium,Excellent,Automatic,8,gas,40000,Low CC,14,1
2016,chevrolet,silverado 2500 lifted,Excellent,Automatic,8,gas,63871,Low CC,14,1
2019,chevrolet,silverado 2500hd,Excellent,Automatic,8,diesel,3989,Low CC,31,2
2015,chevrolet,silverado 1500,Excellent,Automatic,8,gas,42347,Low CC,7,1
1971,ford,bronco,Excellent,Automatic,8,gas,67538,Low CC,49,1
2017,ford,f150,Excellent,Manual,6,gas,13201,Low CC,13,1
2019,infiniti,q50,Excellent,Automatic,6,gas,6761,Low CC,36,1
2015,ram,3500,Excellent,Manual,6,diesel,150439,Low CC,10,1
2015,chevrolet,silverado 1500,Excellent,Automatic,8,gas,80604,Low CC,32,1
2017,buick,envision,Excellent,Automatic,4,gas,8065,Low CC,44,1
2018,gmc,yukon xl,Excellent,Automatic,8,gas,31631,Low CC,11,1
2019,ford,ranger,Excellent,Automatic,4,gas,225,Low CC,5,1
2017,ford,transit,Excellent,Automatic,6,gas,51406,Low CC,19,1
2007,ford,shelby mustang,Excellent,Automatic,8,gas,4187,Low CC,41,1
2019,ford,expedition,Excellent,Manual,6,gas,4233,Low CC,44,2
2013,mercedes-benz,gl450,Excellent,Automatic,8,gas,35900,Low CC,22,1
1950,ford,station wagon,Excellent,Automatic,8,gas,9509,Low CC,39,2
2012,ford,f250,Excellent,Manual,8,diesel,83146,Low CC,19,1
2018,cadillac,ats-v coupe,Excellent,Automatic,6,gas,20,Low CC,23,2
2015,ford,f-150,Excellent,Manual,6,gas,123313,Low CC,48,1
2016,ford,super duty f-250 lariat 6.7,Excellent,Automatic,8,diesel,71470,Low CC,26,1
2018,ford,f150,Excellent,Automatic,6,gas,12704,Low CC,6,1
2016,volvo,xc90,Excellent,Manual,4,gas,28202,Low CC,46,1
2017,jaguar,xf,Excellent,Manual,6,gas,4318,Low CC,16,1
2016,dodge,challenger hellcat,Excellent,Automatic,8,gas,20898,Low CC,48,1
2018,ford,taurus,Excellent,Automatic,6,gas,9489,Low CC,40,1
2018,toyota,highlander xle,Excellent,Manual,6,gas,7000,Low CC,24,1
2017,ram,1500,Excellent,Automatic,6,gas,34702,Low CC,50,1
2014,ram,2500 cummins,Excellent,Manual,6,diesel,68000,Low CC,39,1
2019,chevrolet,suburban,Excellent,Automatic,8,gas,4716,Low CC,28,2
2017,nissan,titan xd pro-4x,Excellent,Automatic,8,diesel,21500,Low CC,19,1
2014,chevrolet,silverado 3500hd,Excellent,Automatic,8,gas,51361,Low CC,30,1
2016,gmc,yukon xl,Excellent,Manual,8,gas,51808,Low CC,17,1
2018,nissan,titan,Excellent,Automatic,8,gas,14860,Low CC,47,1
2015,ram,2500 slt 4x4,Excellent,Automatic,6,diesel,95000,Low CC,49,1
2018,toyota,sr5 4x4,Excellent,Automatic,6,gas,25043,Low CC,35,1
2015,jeep,wrangler unlimited,Excellent,Automatic,6,gas,36500,Low CC,14,1
1966,dodge,coronet deluxe,Excellent,Automatic,8,gas,25300,Low CC,30,1
2017,chevrolet,2500,Excellent,Automatic,8,diesel,51322,Low CC,7,1
2014,ford,f250,Excellent,Automatic,8,diesel,140012,Low CC,11,1
2017,chevrolet,silverado,Excellent,Automatic,8,gas,12860,Low CC,47,1
2015,gmc,2500hd denali,Excellent,Manual,8,diesel,31400,Low CC,19,1
1968,dodge,dart gts,Excellent,Manual,8,gas,15500,Low CC,37,1
2018,gmc,cayon,Excellent,Manual,6,gas,31725,Low CC,11,1
2016,ford,f-150,Excellent,Manual,6,gas,82020,Low CC,23,1
2016,ram,1500,Excellent,Automatic,8,gas,63512,Low CC,49,1
2015,ford,super duty f-250,Excellent,Automatic,8,diesel,125616,Low CC,38,1
2011,ford,f250,Excellent,Manual,8,diesel,180608,Low CC,44,1
2014,mercedes-benz,sprinter 2500,Excellent,Automatic,4,diesel,90000,Low CC,42,1
2012,ram,3500,Excellent,Automatic,6,diesel,145000,Low CC,23,1
2017,lexus,gx 460 4x4,Excellent,Automatic,8,gas,30306,Low CC,36,1
2016,ford,f-150 platinum,Excellent,Automatic,6,gas,14762,Low CC,21,1
2016,ford,f150,Excellent,Automatic,8,gas,48000,Low CC,40,1
2017,ford,f150 lariat,Excellent,Manual,6,gas,34700,Low CC,26,1
2016,ford,transit t150,Excellent,Manual,6,gas,16600,Low CC,50,1
2014,toyota,sienna l,Excellent,Manual,6,gas,75000,Low CC,17,1
2018,ram,1500 4x4,Excellent,Manual,8,gas,34256,Low CC,45,1
2016,chevrolet,silverado 2500 lifted,Excellent,Manual,8,gas,63871,Low CC,7,1
2013,ram,2500,Excellent,Automatic,6,diesel,67000,Low CC,12,1
2019,gmc,sierra,Excellent,Manual,8,gas,13257,Low CC,29,1
2015,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,150667,Low CC,32,1
2016,ford,transit,Excellent,Automatic,6,gas,105575,Low CC,40,1
2013,chevrolet,silverado 2500hd,Excellent,Automatic,8,diesel,116522,Low CC,38,1
2015,ford,transit cargo van,Excellent,Automatic,5,diesel,57552,Low CC,47,1
2015,ram,deisel cummins 3500,Excellent,Automatic,6,diesel,116500,Low CC,16,1
2018,ford,transit 15 passenger van,Excellent,Manual,6,gas,19485,Low CC,21,1
2011,ram,laramie,Excellent,Automatic,6,diesel,84777,Low CC,47,1
2012,ram,3500 cummins,Excellent,Automatic,6,diesel,125553,Low CC,20,1
2016,ram,3500 tradesman,Excellent,Automatic,6,diesel,65004,Low CC,28,1
2017,ford,f-150,Excellent,Automatic,6,gas,43127,Low CC,9,1
2016,ford,f-150 platinum,Excellent,Manual,8,gas,97590,Low CC,45,1
2016,cadillac,srx,Excellent,Automatic,6,gas,31409,Low CC,30,1
2014,mercedes-benz,s63,Excellent,Automatic,8,gas,69629,Low CC,41,2
2019,mitsubishi,outlander,Excellent,Automatic,4,gas,1,Low CC,7,1
2014,ford,super duty f-350 srw,Excellent,Automatic,8,diesel,153746,Low CC,13,1
2018,gmc,acadia,Excellent,Manual,6,gas,29070,Low CC,36,1
2014,ram,2500 cummins 4x4,Excellent,Manual,6,diesel,68000,Low CC,38,1
2014,ford,f-350 super duty,Excellent,Automatic,8,diesel,75378,Low CC,37,1
2009,ram,3500,Excellent,Automatic,8,diesel,159963,Low CC,30,1
2013,volvo,vnl 670,Excellent,Manual,6,diesel,469000,Low CC,29,1
2017,lexus,gx 460,Excellent,Automatic,8,gas,20400,Low CC,7,1
2014,ford,super duty f-250 srw lariat,Excellent,Automatic,8,gas,94525,Low CC,43,1
2013,chevrolet,avalanche 1500,Excellent,Automatic,8,gas,61185,Low CC,16,1
2018,gmc,yukon,Excellent,Automatic,8,gas,35326,Low CC,36,2
2012,ford,f250,Excellent,Manual,8,diesel,86131,Low CC,34,1
2019,nissan,z,Excellent,Automatic,6,gas,3503,Low CC,29,1
2011,chevrolet,silverado 2500hd,Excellent,Manual,8,diesel,101000,Low CC,39,1
2014,chevrolet,duramax flatbed 4x4,Excellent,Manual,8,diesel,145107,Low CC,47,1
2014,gmc,sierra sle,Excellent,Manual,6,gas,75675,Low CC,38,1
2016,ford,super duty f-250 lariat leveled deleted,Excellent,Manual,8,diesel,132134,Low CC,22,1
2002,volkswagen,eurovan,Excellent,Automatic,6,gas,172500,Low CC,44,1
2015,ford,f-150,Excellent,Automatic,6,gas,112324,Low CC,43,1
2016,ford,f-350 sd,Excellent,Manual,8,diesel,154446,Low CC,48,1
2016,ford,f150,Excellent,Automatic,6,gas,43904,Low CC,13,1
2018,chevrolet,traverse,Excellent,Automatic,6,gas,20200,Low CC,19,1
2014,chevrolet,silverado 1500,Excellent,Automatic,8,gas,118162,Low CC,30,1
2017,ram,1500,Excellent,Manual,8,gas,35695,Low CC,40,1
2014,chevrolet,silverado 2500 hd,Excellent,Manual,8,gas,80891,Low CC,40,1
2015,jeep,grand cherokee,Excellent,Automatic,6,gas,43391,Low CC,28,1
2009,dodge,challenger srt8,Excellent,Manual,8,gas,4240,Low CC,31,1
2016,chevrolet,ck15753,Excellent,Automatic,8,gas,10600,Low CC,29,1
2014,toyota,4runner,Excellent,Manual,6,gas,46549,Low CC,49,1
2018,ram,1500 slt 4x4,Excellent,Manual,6,gas,13459,Low CC,14,1
2014,lexus,gx 460,Excellent,Automatic,8,gas,66607,Low CC,27,1
2018,ford,transit,Excellent,Automatic,6,gas,21555,Low CC,37,1
2019,ford,explorer,Excellent,Automatic,6,gas,2244,Low CC,46,1
2017,chevrolet,silverado 1500,Excellent,Automatic,8,gas,20992,Low CC,20,1
2017,jeep,wrangler,Excellent,Automatic,6,gas,9000,Low CC,16,1
2017,ford,super duty f-250 srw,Excellent,Automatic,8,diesel,123271,Low CC,43,2
2013,lexus,gs350 f-sport,Excellent,Manual,6,gas,39305,Low CC,23,1
2017,ram,3500 4x4 work truck,Excellent,Automatic,6,diesel,33500,Low CC,42,1
2018,gmc,denali,Excellent,Manual,8,gas,3500,Low CC,35,1
2013,ford,f350,Excellent,Manual,8,gas,68837,Low CC,46,1
2015,ford,f-250 super duty 4x4,Excellent,Manual,8,diesel,191000,Low CC,32,1
2015,ford,superduty f-350 platinum deleted,Excellent,Manual,8,diesel,78916,Low CC,26,1
2012,toyota,tundra,Excellent,Automatic,8,gas,65807,Low CC,34,1
2015,chevrolet,colorado,Excellent,Manual,6,gas,83222,Low CC,5,1
2011,ford,f-350,Excellent,Manual,8,diesel,71000,Low CC,24,1
2017,jeep,grand cherokee,Excellent,Automatic,6,gas,33412,Low CC,10,1
2015,ford,super duty f-350 drw,Excellent,Automatic,8,diesel,87000,Low CC,30,1
2015,chevrolet,silverado 2500hd,Excellent,Automatic,8,diesel,134268,Low CC,18,1
2016,ford,super duty f-250,Excellent,Automatic,8,diesel,106096,Low CC,19,1
2015,gmc,yukon xl slt,Excellent,Automatic,6,gas,126000,Low CC,7,1
2016,chevrolet,silverado 1500 ltz,Excellent,Manual,8,gas,116207,Low CC,25,1
2015,cadillac,escalade premium,Excellent,Manual,8,gas,87329,Low CC,5,1
2015,rover,evoque,Excellent,Manual,4,gas,21622,Low CC,13,1
2013,toyota,4runner,Excellent,Automatic,6,gas,68500,Low CC,40,1
2015,ford,f-150,Excellent,Automatic,8,gas,76717,Low CC,16,1
2014,ford,f-150 fx4,Excellent,Automatic,6,gas,103000,Low CC,34,1
2016,toyota,tacoma,Excellent,Automatic,6,gas,28619,Low CC,38,1
2013,ram,2500,Excellent,Automatic,6,diesel,117541,Low CC,36,1
2018,dodge,durango,Excellent,Automatic,6,gas,20816,Low CC,23,1
2008,chevrolet,corvette base,Excellent,Automatic,8,gas,38000,Low CC,15,1
2018,dodge,caravan,Excellent,Automatic,6,gas,28920,Low CC,50,1
2013,ford,f250,Excellent,Automatic,8,diesel,72700,Low CC,31,1
2015,gmc,sierra 1500,Excellent,Manual,8,gas,97023,Low CC,45,1
2016,toyota,highlander,Excellent,Automatic,6,gas,36170,Low CC,13,1
2017,ford,expedition platinum 4x4,Excellent,Automatic,6,gas,59246,Low CC,27,1
2016,dodge,challenger,Excellent,Automatic,8,gas,5016,Low CC,27,2
2011,ford,f-350 super duty lariat li,Excellent,Automatic,8,diesel,94844,Low CC,16,1
1969,chevrolet,camaro ss,Excellent,Automatic,8,gas,50018,Low CC,16,1
2010,ram,3500,Excellent,Manual,6,diesel,115332,Low CC,19,1
1970,dodge,challenger,Excellent,Automatic,8,gas,34000,Low CC,37,2
2018,ford,raptor,Excellent,Manual,6,gas,24499,Low CC,17,2
2016,toyota,tundra sr5,Excellent,Automatic,8,gas,47500,Low CC,38,1
2015,chevrolet,silverado 1500,Excellent,Manual,8,gas,23595,Low CC,33,1
2017,chevrolet,silverado 1500,Excellent,Automatic,8,gas,45491,Low CC,25,1
2015,chevrolet,silverado 3500hd,Excellent,Manual,8,diesel,92500,Low CC,24,1
2015,ram,1500 lone star,Excellent,Automatic,6,diesel,75600,Low CC,41,1
2014,nissan,titan,Excellent,Automatic,8,gas,67030,Low CC,28,1
2008,ram,3500 srw,Excellent,Automatic,6,diesel,130856,Low CC,41,1
2015,mercedes-benz,s-class,Excellent,Manual,8,gas,61103,Low CC,19,1
2017,gmc,sierra 1500 crew,Excellent,Automatic,8,gas,45135,Low CC,46,1
2017,ford,f150 super crew,Excellent,Automatic,6,gas,21911,Low CC,43,1
2016,ford,f-150,Excellent,Automatic,6,gas,38000,Low CC,31,1
2014,ford,f-150 xlt,Excellent,Automatic,6,gas,21910,Low CC,15,1
2018,volvo,xc90,Excellent,Automatic,4,gas,14386,Low CC,12,2
2015,ram,2500,Excellent,Manual,6,diesel,180000,Low CC,26,1
2016,toyota,tundra,Excellent,Automatic,8,gas,37770,Low CC,14,1
2008,chevrolet,corvette,Excellent,Automatic,8,gas,20815,Low CC,48,1
2014,mercedes-benz,cls550,Excellent,Automatic,8,gas,40382,Low CC,7,1
2015,ram,1500 laramie longhorn,Excellent,Automatic,8,gas,81840,Low CC,19,1
2016,chevrolet,corvette,Excellent,Manual,8,gas,13186,Low CC,50,1
2017,ram,1500,Excellent,Automatic,8,gas,41110,Low CC,7,1
2018,toyota,tacoma trd pro,Excellent,Manual,6,gas,5990,Low CC,22,1
2016,toyota,4-runner sr5,Excellent,Automatic,6,gas,18700,Low CC,12,1
2017,ram,2500,Excellent,Automatic,6,diesel,29300,Low CC,7,1
2014,bmw,x5 xdrive50i,Excellent,Automatic,8,gas,41500,Low CC,11,1
1957,chevrolet,bel air,Excellent,Automatic,8,gas,32000,Low CC,18,1
2019,ford,transit,Excellent,Manual,6,gas,16000,Low CC,49,1
2013,ram,2500,Excellent,Manual,6,diesel,67000,Low CC,49,1
2013,infiniti,qx56,Excellent,Automatic,8,gas,93269,Low CC,46,1
2019,lincoln,mkc,Excellent,Manual,4,gas,12766,Low CC,47,1
2014,ford,f-250 sd,Excellent,Automatic,8,diesel,116674,Low CC,18,1
2012,ford,f-350 sd,Excellent,Automatic,8,diesel,75582,Low CC,21,1
2018,ram,2500 cummins,Excellent,Manual,6,diesel,41275,Low CC,13,1
2015,mercedes-benz,sprinter,Excellent,Automatic,4,diesel,74108,Low CC,5,1
2018,kia,stinger,Excellent,Manual,4,gas,9588,Low CC,42,1
2016,ford,f350,Excellent,Manual,8,diesel,72000,Low CC,24,1
2016,ford,f-150,Excellent,Manual,8,gas,41893,Low CC,34,1
1972,chevrolet,chevelle malibu,Excellent,Manual,8,gas,86778,Low CC,50,1
2018,gmc,savana 2500 cargo van,Excellent,Automatic,8,gas,6806,Low CC,5,1
2015,jeep,wrangler,Excellent,Automatic,6,gas,58976,Low CC,17,1
2014,chevrolet,silverado,Excellent,Automatic,8,gas,47048,Low CC,30,1
2017,gmc,yukon,Excellent,Automatic,8,gas,27484,Low CC,21,1
2014,audi,q7,Excellent,Automatic,6,gas,89000,Low CC,47,1
2019,chevrolet,silverado 2500hd,Excellent,Manual,8,diesel,2,Low CC,25,2
2006,ram,2500 4x4,Excellent,Manual,6,diesel,151000,Low CC,50,1
2018,acura,mdx sh-awd,Excellent,Manual,6,gas,7845,Low CC,21,1
2018,ford,f-250sd,Excellent,Automatic,8,diesel,4440,Low CC,13,2
2014,chevrolet,silverado 1500,Excellent,Automatic,8,gas,102802,Low CC,28,1
2018,nissan,titan,Excellent,Manual,8,gas,5145,Low CC,49,1
2016,ford,f150,Excellent,Manual,6,gas,47999,Low CC,42,1
2012,ford,super duty f-350 drw,Excellent,Manual,8,diesel,84310,Low CC,46,1
2007,chevrolet,silverado 3500hd,Excellent,Automatic,8,diesel,74894,Low CC,10,1
2016,gmc,canyon,Excellent,Manual,6,gas,43250,Low CC,25,1
2017,ford,raptor,Excellent,Automatic,6,gas,52000,Low CC,23,2
2011,chevrolet,silverado 2500hd,Excellent,Manual,8,gas,52451,Low CC,14,1
2012,ram,3500,Excellent,Automatic,6,diesel,96974,Low CC,5,1
2015,chevrolet,silverado 1500,Excellent,Automatic,8,gas,33964,Low CC,45,1
2014,bmw,7 series,Excellent,Manual,8,gas,66848,Low CC,42,1
2014,toyota,fj cruiser,Excellent,Manual,6,gas,87394,Low CC,46,1
2012,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,90100,Low CC,6,1
2017,gmc,acadia,Excellent,Manual,6,gas,35693,Low CC,37,1
2018,ford,edge,Excellent,Manual,6,gas,7000,Low CC,21,1
2017,ram,1500,Excellent,Automatic,8,gas,27276,Low CC,33,1
2014,ford,f-350 sd,Excellent,Manual,8,gas,167061,Low CC,14,1
2015,ford,f-150,Excellent,Manual,6,gas,123313,Low CC,26,1
1941,pontiac,torpedo deluxe,Excellent,Automatic,8,gas,44600,Low CC,15,1
2016,chevrolet,2500hd crewcab duramax 4x4,Excellent,Manual,8,diesel,27600,Low CC,47,2
2018,chevrolet,silverado lt 4x4,Excellent,Manual,8,gas,43345,Low CC,27,1
2016,ford,f-150,Excellent,Automatic,6,gas,29780,Low CC,29,1
2015,audi,q7,Excellent,Manual,6,gas,64344,Low CC,34,1
2017,ford,explorer,Excellent,Automatic,4,gas,23559,Low CC,37,1
2006,ford,f-350 sd xl 4wd,Excellent,Automatic,8,diesel,57000,Low CC,10,1
2013,chevrolet,silverado 3500,Excellent,Automatic,8,diesel,88000,Low CC,30,1
2014,ford,f150 eco boost,Excellent,Manual,6,gas,57623,Low CC,18,1
2003,ferrari,360,Excellent,Manual,8,gas,12275,Low CC,47,2
2015,gmc,sierra 1500,Excellent,Automatic,8,gas,26027,Low CC,25,1
2017,dodge,challenger,Excellent,Manual,8,gas,18816,Low CC,37,1
2011,ford,f-350 super duty lariat li,Excellent,Automatic,8,diesel,94844,Low CC,13,1
2017,chevrolet,silverado 1500,Excellent,Automatic,8,gas,39000,Low CC,12,1
2014,chevrolet,silverado 1500,Excellent,Automatic,8,gas,121736,Low CC,46,1
2017,chevrolet,camaro,Excellent,Automatic,4,gas,20437,Low CC,42,1
